mLL ptLL dPhi_LL dPhiLLmet MET mt goodjet_n goodbjet_n Lepton1_Pt Lepton1_Eta Lepton1_E Lepton1_Phi Lepton1_charge Lepton1_type Lepton2_Pt Lepton2_Eta Lepton2_E Lepton2_Phi Lepton2_charge Lepton2_type weight
40.7646 54.8822 0.0535314 3.09955 56.717 111.559 0 0 32.3059 1.11366 54.4974 -2.55988 -1 13 22.5954 -0.278909 23.4799 -2.50634 1 11 1.13502
40.3571 80.8064 0.335544 2.38288 96.9939 164.473 0 0 41.0568 1.84115 132.663 3.11893 -1 11 40.9003 0.944971 60.5618 -2.82871 1 13 0.722152
29.7604 115.528 0.526404 3.00546 93.0497 206.883 0 0 97.5384 2.10963 408.026 1.96641 1 11 20.2857 1.69217 56.956 2.49281 -1 13 1.17912
38.9083 50.495 1.45543 3.1238 45.0364 95.3715 0 0 44.5483 1.23281 82.9119 1.13695 1 11 19.1924 1.26115 36.5886 2.59237 -1 13 0.976912
36.1193 47.2162 0.862976 2.64919 63.5098 106.218 0 0 31.8397 -0.192741 32.4331 -2.81915 1 13 19.8467 0.917606 28.8052 -1.95618 -1 11 0.602166
37.8316 71.7019 0.917838 3.0628 101.394 170.398 1 0 49.9185 -0.513093 56.6348 3.0041 1 11 29.4142 -0.945383 43.5674 -2.36125 -1 13 1.20978
34.6664 49.4138 0.933419 2.77103 42.323 89.897 1 0 34.2499 1.34624 70.2665 1.36399 1 11 20.6558 0.435297 22.6441 0.430568 -1 13 1.11513
25.7844 63.9916 0.844252 3.06113 88.8054 150.647 0 0 48.7912 0.254252 50.3767 2.14305 1 11 20.1703 0.318256 21.2007 2.9873 -1 13 1.20742
40.2454 92.209 0.234331 1.98099 55.7184 119.888 1 0 51.5443 -0.823737 70.0433 -1.04602 1 11 41.2934 -1.64121 110.566 -0.811689 -1 13 1.15831
52.1479 95.4123 0.138881 2.22211 83.5999 160.075 1 0 79.7089 1.14427 137.841 0.16906 1 11 15.8307 -0.211022 16.1848 0.0301797 -1 13 0.677759
19.6265 76.0263 0.513761 2.94282 48.9973 121.465 0 0 47.4998 2.0768 192.474 2.63919 -1 13 30.986 2.13601 132.987 -3.13024 1 11 1.22362
52.1578 44.4271 1.71906 2.38216 53.9417 90.9337 0 0 38.4827 0.737836 49.4416 0.49277 1 11 28.6013 0.321133 30.089 -1.22629 -1 13 1.17062
12.8487 49.9892 0.245925 2.83443 117.244 151.311 1 0 33.7267 -0.514749 38.2945 0.0760925 1 11 16.5983 -0.99457 25.5072 0.322018 -1 13 0.887632
17.4138 107.795 0.0785288 3.14112 111.168 218.937 0 0 85.0626 0.876352 119.871 -1.59167 1 13 22.7879 1.26161 43.4599 -1.6702 -1 11 0.931836
49.1962 66.8147 0.486319 2.0615 78.295 124.068 1 0 36.3354 0.82935 49.5645 -0.138208 1 11 32.4978 -0.43332 35.597 0.348111 -1 13 0.639285
38.872 70.082 0.634803 2.80616 64.0647 132.131 1 0 38.4728 1.95414 138.493 1.38423 -1 13 35.2864 1.12735 60.1873 0.749424 1 11 0.67159
44.4778 74.4589 0.0490193 1.71276 60.3828 101.313 1 0 46.4993 -0.299187 48.596 2.14464 1 11 27.9806 -1.46427 63.7345 2.19366 -1 13 1.163
41.8534 44.8082 0.523088 3.02879 80.0083 119.56 0 0 28.3709 -0.949277 42.1429 0.313549 -1 11 17.9305 0.655142 21.9184 -0.209539 1 13 1.121
37.7106 59.8206 0.704322 2.65592 75.3815 130.363 0 0 34.9789 -0.0276499 34.9922 2.73479 -1 11 28.7114 -0.962787 43.0788 2.03046 1 13 1.14143
48.5922 76.6455 0.693926 2.88493 51.6296 124.778 1 0 47.2501 -0.269401 48.9752 -2.68792 -1 13 34.1136 0.694074 42.6658 -1.994 1 11 0.644099
20.9765 81.2578 0.442973 2.372 99.7902 166.927 0 0 63.8506 1.1788 113.594 -2.21116 1 11 18.8223 1.59186 48.1516 -2.65413 -1 13 0.593481
39.8703 95.6982 0.988428 1.66639 60.9768 113.069 0 0 82.238 -2.23587 389.048 1.50176 1 11 21.409 -2.18252 96.1416 0.513331 -1 13 0.678996
